,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
HAMILTON, 948 ," $12,841 "," $5,567 ", $- , $419 , $- , $- , $75 ," $6,780 ",454,,,,
HARDEE," 1,425 "," $9,476 "," $4,432 ", $- , $365 , $- , $- , $56 ," $4,623 ",363,,,,
HENDRY," 1,598 "," $12,928 "," $7,698 ", $- , $453 , $- , $- , $55 ," $4,722 ",566,,,,
HERNANDO," 20,359 "," $187,942 "," $101,432 ", $- ," $7,308 ", $- , $- ," $1,506 "," $77,696 ","8,200",,,,
HIGHLANDS," 11,196 "," $76,353 "," $40,913 ", $- ," $1,813 ", $- , $- , $594 ," $33,034 ","3,971",,,,
HILLSBOROUGH," 98,307 "," $1,114,812 "," $490,033 "," $14,944 "," $118,979 ", $- ," $5,998 "," $8,798 "," $476,061 ","34,359",,,,
HOLMES," 1,756 "," $16,454 "," $12,193 ", $- , $460 , $- , $- , $36 ," $3,765 ",546,,,,
INDIAN RIVER," 15,267 "," $97,797 "," $55,692 ", $- ," $3,687 ", $- , $- ," $1,961 "," $36,458 ","4,850",,,,
JACKSON," 4,407 "," $35,337 "," $20,509 ", $- ," $1,436 ", $- , $- , $356 ," $13,035 ","1,612",,,,
JEFFERSON," 1,328 "," $8,917 "," $4,725 ", $- , $337 , $- , $- , $58 ," $3,797 ",454,,,,
LAFAYETTE, 562 ," $5,317 "," $1,430 ", $- , $128 , $- , $- , $1 ," $3,758 ",233,,,,
LAKE," 34,562 "," $245,513 "," $137,067 ", $- ," $11,269 ", $- , $- ," $2,944 "," $94,233 ","12,172",,,,
LEE," 62,578 "," $334,209 "," $180,905 ", $- ," $17,873 ", $- , $- ," $4,394 "," $131,037 ","19,476",,,,
LEON," 18,034 "," $126,312 "," $55,164 "," $11,962 "," $13,255 ", $- , $968 ," $1,240 "," $43,724 ","5,639",,,,
LEVY," 4,759 "," $52,174 "," $16,105 ", $- , $914 , $- , $- , $184 ," $34,972 ","2,175",,,,
LIBERTY, 527 ," $2,648 "," $1,528 ", $- , $207 , $- , $- , $1 , $912 ,156,,,,
MADISON," 1,330 "," $12,534 "," $5,750 ", $- , $396 , $- , $- , $14 ," $6,373 ",539,,,,
MANATEE," 32,410 "," $201,715 "," $112,120 ", $- ," $11,669 ", $- , $- ," $2,943 "," $74,983 ","10,124",,,,
MARION," 39,272 "," $308,240 "," $135,437 ", $- ," $8,716 ", $- , $- ," $2,884 "," $161,203 ","16,518",,,,
MARTIN," 14,526 "," $91,099 "," $45,905 ", $- ," $3,562 ", $- , $- ," $2,429 "," $39,203 ","5,064",,,,
MIAMI-DADE," 61,075 "," $630,769 "," $257,102 ", $21 ," $75,110 ", $- ," $3,397 "," $4,441 "," $290,699 ","18,248",,,,
MONROE," 7,398 "," $57,783 "," $29,046 ", $- ," $5,073 ", $- , $- , $293 ," $23,370 ","2,535",,,,
NASSAU," 8,947 "," $48,471 "," $28,527 ", $- ," $4,532 ", $- , $- , $378 ," $15,035 ","2,083",,,,
OKALOOSA," 35,636 "," $270,113 "," $200,768 ", $- ," $34,052 ", $- , $- ," $1,716 "," $33,577 ","7,054",,,,
OKEECHOBEE," 2,876 "," $31,093 "," $14,863 ", $- , $694 , $- , $- , $215 ," $15,321 ","1,346",,,,
ORANGE," 69,938 "," $716,955 "," $322,131 "," $9,797 "," $85,065 ", $- ," $3,800 "," $5,336 "," $290,827 ","23,667",,,,
OSCEOLA," 17,683 "," $212,465 "," $105,228 ", $- ," $16,127 ", $- , $- ," $1,286 "," $89,824 ","7,291",,,,
PALM BEACH," 85,707 "," $663,953 "," $278,562 "," $4,694 "," $42,602 ", $- ," $5,300 "," $13,774 "," $319,020 ","30,860",,,,
PASCO," 51,749 "," $455,103 "," $219,907 ", $- ," $27,875 ", $- , $- ," $3,166 "," $204,156 ","19,412",,,,
PINELLAS," 90,533 "," $1,033,457 "," $382,639 "," $24,908 "," $43,334 ", $- ," $108,314 "," $7,278 "," $466,984 ","33,382",,,,
POLK," 50,218 "," $399,038 "," $196,228 ", $- ," $22,627 ", $- , $- ," $4,592 "," $175,591 ","16,181",,,,
PUTNAM," 7,110 "," $72,393 "," $26,791 ", $- ," $2,035 ", $- , $- , $541 ," $43,026 ","3,344",,,,
SAINT JOHNS," 19,939 "," $118,235 "," $67,713 ", $- ," $12,810 ", $- , $45 ," $1,869 "," $35,798 ","5,275",,,,
SAINT LUCIE," 25,603 "," $211,786 "," $106,305 ", $- ," $12,111 ", $- , $- ," $1,770 "," $91,601 ","9,631",,,,
SANTA ROSA," 24,444 "," $193,459 "," $140,271 ", $- ," $22,573 ", $- , $- ," $1,371 "," $29,244 ","5,698",,,,
SARASOTA," 43,405 "," $217,313 "," $127,876 ", $- ," $11,458 ", $- , $- ," $5,231 "," $72,748 ","12,047",,,,
SEMINOLE," 31,017 "," $237,437 "," $119,102 ", $- ," $21,970 ", $- , $- ," $2,905 "," $93,460 ","9,107",,,,
SUMTER," 20,027 "," $111,461 "," $60,929 ", $740 ," $1,034 ", $- ," $7,556 ", $946 ," $40,256 ","6,899",,,,
SUWANNEE," 4,183 "," $46,792 "," $16,301 ", $- ," $1,114 ", $- , $- , $116 ," $29,262 ","1,881",,,,
TAYLOR," 1,930 "," $15,509 "," $7,069 ", $- , $357 , $- , $- , $51 ," $8,032 ",832,,,,
UNION," 1,064 "," $9,386 "," $3,933 ", $- , $247 , $- , $- , $32 ," $5,175 ",345,,,,
VOLUSIA," 55,270 "," $438,536 "," $239,074 ", $- ," $44,120 ", $- , $- ," $3,992 "," $151,350 ","19,274",,,,
WAKULLA," 2,718 "," $18,637 "," $10,051 ", $- , $922 , $- , $- , $30 ," $7,634 ",978,,,,
WALTON," 7,042 "," $36,994 "," $24,961 ", $- ," $2,199 ", $- , $- , $644 ," $9,190 ","1,571",,,,
WASHINGTON," 2,391 "," $16,969 "," $11,826 ", $- , $554 , $- , $- , $257 ," $4,332 ",753,,,,
,,,,,,,,,,,,,,
FLORIDA (Totals),"1,559,778 "," $12,738,121 "," $6,288,593 "," $92,251 "," $1,034,448 ", $- ," $144,212 "," $125,546 "," $5,053,073 ","508,768 ",,,,
,,,,,,,,,,,,,,
CONG. DIST (01)," 109,699 "," $817,251 "," $567,493 "," $3,112 "," $88,264 ", $- ," $2,112 "," $6,214 "," $150,055 ","25,703",,,,
CONG. DIST (02)," 64,436 "," $452,156 "," $265,222 "," $11,962 "," $33,744 ", $- , $968 ," $3,337 "," $136,922 ","19,111",,,,
CONG. DIST (03)," 70,823 "," $745,908 "," $303,089 "," $7,374 "," $47,435 ", $- ," $4,088 "," $5,122 "," $378,799 ","27,548",,,,
CONG. DIST (04)," 77,964 "," $494,927 "," $277,022 ", $208 ," $83,914 ", $- ," $1,388 "," $3,767 "," $128,628 ","18,764",,,,
CONG. DIST (05)," 51,460 "," $518,171 "," $221,535 ", $210 ," $58,514 ", $- , $- ," $3,707 "," $234,205 ","20,468",,,,
CONG. DIST (06)," 78,722 "," $582,845 "," $316,734 ", $141 ," $53,292 ", $- , $45 ," $6,152 "," $206,481 ","26,139",,,,
CONG. DIST (07)," 54,039 "," $421,684 "," $208,968 ", $- ," $42,702 ", $- , $- ," $4,296 "," $165,717 ","16,464",,,,
CONG. DIST (08)," 86,729 "," $708,754 "," $398,570 "," $15,773 "," $48,266 ", $- ," $1,245 "," $7,517 "," $237,383 ","29,383",,,,
CONG. DIST (09)," 43,740 "," $506,784 "," $226,863 "," $8,170 "," $43,925 ", $- ," $3,800 "," $3,504 "," $220,523 ","17,450",,,,
CONG. DIST (10)," 60,318 "," $511,534 "," $263,115 "," $23,173 "," $41,583 ", $- ," $6,492 "," $5,224 "," $171,947 ","18,789",,,,
CONG. DIST (11)," 95,668 "," $710,638 "," $354,093 ", $740 ," $20,038 ", $- ," $7,556 "," $5,942 "," $322,268 ","37,733",,,,
CONG. DIST (12)," 72,403 "," $620,916 "," $308,865 ", $7 ," $43,407 ", $- , $- ," $4,824 "," $263,812 ","25,409",,,,
CONG. DIST (13)," 70,479 "," $707,526 "," $293,942 ", $237 ," $33,289 ", $- ," $1,826 "," $5,591 "," $372,642 ","26,044",,,,
CONG. DIST (14)," 50,275 "," $796,333 "," $292,209 "," $14,164 "," $65,691 ", $- ," $105,995 "," $5,290 "," $312,985 ","19,622",,,,
CONG. DIST (15)," 57,342 "," $519,856 "," $234,978 ", $24 ," $45,913 ", $- , $- ," $4,672 "," $234,269 ","18,911",,,,
CONG. DIST (16)," 75,452 "," $418,675 "," $239,551 "," $1,513 "," $22,982 ", $- , $- ," $8,134 "," $146,496 ","22,064",,,,
CONG. DIST (17)," 75,425 "," $511,277 "," $257,786 ", $728 ," $25,353 ", $- , $- ," $4,864 "," $222,547 ","25,301",,,,
CONG. DIST (18)," 60,565 "," $453,455 "," $212,813 ", $8 ," $24,940 ", $- , $- ," $7,195 "," $208,498 ","21,500",,,,
CONG. DIST (19)," 71,747 "," $343,909 "," $197,700 ", $- ," $18,801 ", $- , $- ," $5,752 "," $121,657 ","19,541",,,,
CONG. DIST (20)," 29,451 "," $315,581 "," $119,492 "," $4,686 "," $25,162 ", $- ," $5,300 "," $3,844 "," $157,098 ","11,646",,,,
CONG. DIST (21)," 45,724 "," $267,834 "," $127,703 ", $- ," $23,824 ", $- , $- ," $5,154 "," $111,153 ","15,339",,,,
CONG. DIST (22)," 45,106 "," $335,125 "," $165,432 ", $- ," $31,575 ", $- , $- ," $6,485 "," $131,633 ","13,028",,,,
CONG. DIST (23)," 29,776 "," $244,557 "," $125,589 ", $21 ," $32,289 ", $- , $- ," $2,846 "," $83,813 ","7,778",,,,
CONG. DIST (24)," 19,711 "," $260,816 "," $78,474 ", $- ," $22,084 ", $- ," $3,397 "," $1,485 "," $155,377 ","8,165",,,,
CONG. DIST (25)," 20,394 "," $139,112 "," $77,550 ", $- ," $15,940 ", $- , $- ," $2,180 "," $43,442 ","5,660",,,,
CONG. DIST (26)," 24,882 "," $176,796 "," $82,939 ", $- ," $20,818 ", $- , $- ," $1,224 "," $71,815 ","6,795",,,,
CONG. DIST (27)," 17,450 "," $155,702 "," $70,866 ", $- ," $20,703 ", $- , $- ," $1,224 "," $62,909 ","4,413",,,,
,,,,,,,,,,,,,,
FLORIDA (Totals),"1,559,778 "," $12,738,121 "," $6,288,593 "," $92,251 "," $1,034,448 ", $- ," $144,212 "," $125,546 "," $5,053,073 ","508,768 ",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
