,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
CRISP," 1,538 "," $10,070 "," $5,433 ", $- , $635 , $- , $- , $73 ," $3,930 ",422,,,,
DADE," 1,368 "," $6,189 "," $3,676 ", $- , $296 , $- , $- , $106 ," $2,110 ",281,,,,
DAWSON," 2,303 "," $9,126 "," $6,227 ", $- , $399 , $- , $- , $35 ," $2,464 ",326,,,,
DECATUR," 2,078 "," $10,497 "," $4,794 ", $- , $621 , $- , $- , $20 ," $5,063 ",644,,,,
DEKALB," 38,590 "," $489,169 "," $171,246 ", $143 ," $38,876 ", $- ," $91,509 "," $2,809 "," $184,587 ","12,802",,,,
DODGE," 1,521 "," $12,424 "," $5,187 ", $- , $705 , $- , $- , $18 ," $6,514 ",465,,,,
DOOLY, 871 ," $4,384 "," $2,818 ", $- , $227 , $- , $- , $57 ," $1,281 ",197,,,,
DOUGHERTY," 6,997 "," $66,464 "," $42,469 ", $- ," $6,289 ", $- , $- , $386 ," $17,320 ","2,471",,,,
DOUGLAS," 11,863 "," $75,813 "," $44,617 ", $- ," $8,315 ", $- , $- , $265 ," $22,616 ","2,616",,,,
EARLY, 871 ," $4,571 "," $2,955 ", $- , $229 , $- , $- , $22 ," $1,365 ",238,,,,
ECHOLS, 220 ," $1,163 ", $222 , $- , $6 , $- , $- , $106 , $828 ,80,,,,
EFFINGHAM," 5,976 "," $27,152 "," $16,448 ", $- ," $3,804 ", $- , $- , $264 ," $6,637 ","1,050",,,,
ELBERT," 1,673 "," $10,800 "," $6,099 ", $- , $260 , $- , $- , $45 ," $4,396 ",485,,,,
EMANUEL," 1,337 "," $14,064 "," $6,502 ", $- , $573 , $- , $- , $103 ," $6,886 ",557,,,,
EVANS, 773 ," $5,171 "," $3,140 ", $- , $315 , $- , $- , $14 ," $1,703 ",233,,,,
FANNIN," 2,067 "," $14,355 "," $9,744 ", $- , $271 , $- , $- , $203 ," $4,137 ",710,,,,
FAYETTE," 11,217 "," $65,199 "," $46,663 ", $- ," $5,797 ", $- , $- , $836 ," $11,903 ","1,810",,,,
FLOYD," 6,803 "," $33,705 "," $23,052 ", $- ," $1,699 ", $- , $- , $277 ," $8,677 ","1,291",,,,
FORSYTH," 12,079 "," $33,624 "," $19,759 ", $- ," $2,310 ", $- , $- , $929 ," $10,626 ","1,421",,,,
FRANKLIN," 1,815 "," $10,563 "," $5,959 ", $- , $399 , $- , $- , $167 ," $4,039 ",420,,,,
FULTON," 47,308 "," $378,754 "," $189,765 ", $- ," $44,740 ", $- ," $2,477 "," $4,670 "," $137,102 ","12,728",,,,
GILMER," 2,596 "," $16,663 "," $11,378 ", $- , $395 , $- , $- , $146 ," $4,745 ",668,,,,
GLASCOCK, 165 ," $1,359 ", $733 , $- , $48 , $- , $- , $21 , $558 ,67,,,,
GLYNN," 7,704 "," $45,334 "," $26,301 ", $- ," $2,526 ", $- , $- , $769 ," $15,738 ","2,164",,,,
GORDON," 3,547 "," $17,570 "," $11,913 ", $- , $890 , $- , $- , $185 ," $4,582 ",668,,,,
GRADY," 1,701 "," $10,453 "," $4,822 ", $- , $552 , $- , $- , $67 ," $5,012 ",687,,,,
GREENE," 1,391 "," $7,568 "," $4,750 ", $- , $149 , $- , $- , $70 ," $2,599 ",322,,,,
GWINNETT," 45,801 "," $227,244 "," $120,054 ", $- ," $28,314 ", $- , $- ," $2,582 "," $76,294 ","8,908",,,,
HABERSHAM," 3,360 "," $18,786 "," $12,250 ", $- , $781 , $- , $- , $162 ," $5,594 ",742,,,,
HALL," 12,335 "," $57,497 "," $34,631 ", $- ," $3,692 ", $- , $- , $742 ," $18,432 ","2,497",,,,
HANCOCK, 692 ," $6,242 "," $3,367 ", $- , $168 , $- , $- , $31 ," $2,676 ",212,,,,
HARALSON," 2,170 "," $11,444 "," $6,868 ", $- , $557 , $- , $- , $63 ," $3,956 ",486,,,,
HARRIS," 3,911 "," $25,368 "," $18,202 ", $- ," $2,368 ", $- , $- , $559 ," $4,239 ",830,,,,
HART," 2,101 "," $9,293 "," $4,768 ", $- , $191 , $- , $- , $105 ," $4,230 ",476,,,,
HEARD, 850 ," $4,292 "," $2,312 ", $- , $238 , $- , $- , $6 ," $1,736 ",227,,,,
HENRY," 20,335 "," $143,667 "," $91,116 ", $- ," $17,856 ", $- , $- , $684 ," $34,011 ","4,627",,,,
HOUSTON," 20,405 "," $157,387 "," $105,052 ", $- ," $21,208 ", $- , $- ," $1,801 "," $29,326 ","4,875",,,,
IRWIN, 659 ," $3,034 "," $1,769 ", $- , $86 , $- , $- , $10 ," $1,169 ",182,,,,
JACKSON," 5,168 "," $26,272 "," $17,578 ", $- ," $1,656 ", $- , $- , $218 ," $6,821 ",966,,,,
JASPER," 1,124 "," $5,953 "," $3,383 ", $- , $359 , $- , $- , $112 ," $2,099 ",280,,,,
JEFF DAVIS, 732 ," $6,363 "," $3,189 ", $- , $196 , $- , $- , $18 ," $2,960 ",318,,,,
JEFFERSON," 1,148 "," $13,270 "," $5,657 ", $- , $490 , $- , $- , $74 ," $7,049 ",448,,,,
JENKINS, 707 ," $4,960 "," $2,141 ", $- , $93 , $- , $- , $111 ," $2,616 ",181,,,,
JOHNSON, 534 ," $4,580 "," $1,954 ", $- , $117 , $- , $- , $16 ," $2,492 ",184,,,,
JONES," 2,301 "," $9,937 "," $4,117 ", $- , $515 , $- , $- , $334 ," $4,972 ",616,,,,
LAMAR," 1,769 "," $9,006 "," $5,416 ", $- , $460 , $- , $- , $42 ," $3,088 ",336,,,,
LANIER, 862 ," $7,015 "," $3,143 ", $- , $631 , $- , $- , $10 ," $3,230 ",288,,,,
LAURENS," 4,057 "," $76,106 "," $21,419 ", $103 ," $1,649 ", $- ," $9,322 ", $117 ," $43,496 ","1,961",,,,
LEE," 3,114 "," $15,540 "," $10,266 ", $- ," $1,721 ", $- , $- , $99 ," $3,454 ",697,,,,
LIBERTY," 11,073 "," $110,874 "," $69,959 ", $- ," $22,505 ", $- , $- , $836 ," $17,574 ","3,310",,,,
LINCOLN, 876 ," $6,505 "," $3,534 ", $- , $228 , $- , $- , $16 ," $2,727 ",247,,,,
LONG," 1,699 "," $16,254 "," $9,381 ", $- ," $3,087 ", $- , $- , $163 ," $3,623 ",527,,,,
LOWNDES," 12,763 "," $84,950 "," $46,236 ", $- ," $10,376 ", $- , $- ," $1,009 "," $27,330 ","3,124",,,,
LUMPKIN," 2,541 "," $11,675 "," $6,957 ", $- ," $1,223 ", $- , $- , $147 ," $3,349 ",478,,,,
MCDUFFIE," 1,809 "," $15,691 "," $8,345 ", $- , $739 , $- , $- , $82 ," $6,525 ",580,,,,
MCINTOSH," 1,330 "," $7,357 "," $4,700 ", $- , $374 , $- , $- , $106 ," $2,177 ",399,,,,
MACON," 1,086 "," $5,150 "," $2,419 ", $- , $310 , $- , $- , $20 ," $2,401 ",262,,,,
MADISON," 2,179 "," $13,763 "," $9,099 ", $- , $540 , $- , $- , $145 ," $3,978 ",538,,,,
MARION, 882 ," $4,790 "," $3,117 ", $- , $304 , $- , $- , $57 ," $1,312 ",209,,,,
MERIWETHER," 1,926 "," $8,991 "," $5,524 ", $- , $334 , $- , $- , $37 ," $3,096 ",389,,,,
MILLER, 518 ," $1,909 "," $1,202 ", $- , $88 , $- , $- , $1 , $617 ,124,,,,
MITCHELL," 1,674 "," $6,809 "," $4,193 ", $- , $465 , $- , $- , $32 ," $2,118 ",379,,,,
MONROE," 2,078 "," $10,518 "," $5,823 ", $- , $569 , $- , $- , $119 ," $4,007 ",549,,,,
MONTGOMERY, 574 ," $5,656 "," $2,785 ", $- , $263 , $- , $- , $114 ," $2,494 ",216,,,,
MORGAN," 1,211 "," $7,664 "," $4,929 ", $- , $222 , $- , $- , $190 ," $2,323 ",305,,,,
MURRAY," 2,429 "," $14,403 "," $9,004 ", $- , $412 , $- , $- , $100 ," $4,886 ",588,,,,
MUSCOGEE," 23,252 "," $294,051 "," $205,716 ", $- ," $37,001 ", $- , $- ," $2,372 "," $48,962 ","7,125",,,,
NEWTON," 8,550 "," $55,289 "," $31,034 ", $- ," $4,444 ", $- , $- , $456 ," $19,354 ","1,992",,,,
OCONEE," 2,685 "," $10,010 "," $7,327 ", $- , $538 , $- , $- , $225 ," $1,920 ",340,,,,
OGLETHORPE, 971 ," $5,335 "," $2,469 ", $- , $149 , $- , $- , $41 ," $2,677 ",324,,,,
PAULDING," 11,589 "," $44,801 "," $24,672 ", $- ," $4,696 ", $- , $- , $369 ," $15,064 ","1,912",,,,
PEACH," 2,716 "," $24,308 "," $16,727 ", $- ," $2,575 ", $- , $- , $117 ," $4,889 ",720,,,,
PICKENS," 3,304 "," $12,964 "," $9,096 ", $- , $512 , $- , $- , $274 ," $3,081 ",407,,,,
PIERCE," 1,274 "," $12,070 "," $6,531 ", $- , $472 , $- , $- , $430 ," $4,636 ",582,,,,
PIKE," 1,492 "," $7,016 "," $4,612 ", $- , $600 , $- , $- , $75 ," $1,729 ",308,,,,
POLK," 2,858 "," $17,091 "," $11,173 ", $- , $705 , $- , $- , $92 ," $5,121 ",558,,,,
PULASKI, 811 ," $5,976 "," $3,909 ", $- , $356 , $- , $- , $1 ," $1,710 ",200,,,,
PUTNAM," 2,103 "," $10,898 "," $5,276 ", $- , $348 , $- , $- , $118 ," $5,157 ",480,,,,
QUITMAN, 278 ," $2,804 "," $1,352 ", $- , $37 , $- , $- , $13 ," $1,402 ",101,,,,
RABUN," 1,587 "," $8,870 "," $5,076 ", $- , $189 , $- , $- , $59 ," $3,547 ",420,,,,
RANDOLPH, 520 ," $2,725 "," $1,760 ", $- , $94 , $- , $- , $13 , $858 ,125,,,,
RICHMOND," 21,412 "," $328,269 "," $161,596 ", $662 ," $24,531 ", $- ," $2,922 "," $1,443 "," $137,115 ","10,062",,,,
ROCKDALE," 8,088 "," $53,035 "," $30,205 ", $- ," $4,913 ", $- , $- , $229 ," $17,688 ","1,926",,,,
SCHLEY, 284 ," $1,513 ", $836 , $- , $142 , $- , $- , $30 , $505 ,66,,,,
SCREVEN," 1,174 "," $6,311 "," $3,093 ", $- , $250 , $- , $- , $21 ," $2,946 ",296,,,,
SEMINOLE, 860 ," $4,290 "," $2,587 ", $- , $142 , $- , $- , $17 ," $1,543 ",249,,,,
SPALDING," 4,838 "," $30,981 "," $18,910 ", $- ," $2,026 ", $- , $- , $217 ," $9,828 ","1,174",,,,
STEPHENS," 1,988 "," $13,371 "," $8,430 ", $- , $410 , $- , $- , $42 ," $4,490 ",484,,,,
STEWART, 332 ," $2,756 "," $1,970 ", $- , $108 , $- , $- , $1 , $677 ,97,,,,
SUMTER," 1,903 "," $13,396 "," $8,724 ", $- , $634 , $- , $- , $67 ," $3,972 ",535,,,,
TALBOT, 595 ," $5,649 "," $4,011 ", $- , $311 , $- , $- , $51 ," $1,277 ",157,,,,
TALIAFERRO, 118 ," $1,187 ", $348 , $- , $34 , $- , $- , $3 , $802 ,46,,,,
TATTNALL," 2,291 "," $14,729 "," $8,810 ", $- ," $1,087 ", $- , $- , $165 ," $4,669 ",565,,,,
TAYLOR, 606 ," $3,568 "," $2,188 ", $- , $184 , $- , $- , $34 ," $1,162 ",151,,,,
TELFAIR, 781 ," $9,317 "," $3,775 ", $- , $113 , $- , $- , $18 ," $5,410 ",322,,,,
TERRELL, 829 ," $3,771 "," $2,212 ", $- , $318 , $- , $- , $15 ," $1,226 ",192,,,,
THOMAS," 3,511 "," $29,184 "," $14,653 ", $- ," $1,843 ", $- , $- , $286 ," $12,402 ","1,305",,,,
TIFT," 2,477 "," $19,395 "," $12,811 ", $- , $894 , $- , $- , $114 ," $5,575 ",782,,,,
TOOMBS," 1,707 "," $15,222 "," $7,598 ", $- , $794 , $- , $- , $50 ," $6,780 ",660,,,,
TOWNS," 1,389 "," $9,991 "," $5,792 ", $- , $201 , $- , $- , $54 ," $3,943 ",419,,,,
TREUTLEN, 418 ," $3,369 "," $1,324 ", $- , $55 , $- , $- , $11 ," $1,979 ",143,,,,
TROUP," 4,663 "," $33,127 "," $21,111 ", $- ," $1,543 ", $- , $- , $311 ," $10,162 ","1,157",,,,
TURNER, 632 ," $5,016 "," $3,168 ", $- , $242 , $- , $- , $2 ," $1,604 ",209,,,,
TWIGGS, 727 ," $5,538 "," $2,452 ", $- , $217 , $- , $- , $57 ," $2,812 ",249,,,,
UNION," 2,683 "," $17,508 "," $10,923 ", $- , $356 , $- , $- , $157 ," $6,072 ",929,,,,
UPSON," 2,271 "," $14,870 "," $8,992 ", $- , $461 , $- , $- , $120 ," $5,297 ",579,,,,
WALKER," 5,299 "," $31,435 "," $21,617 ", $- ," $1,459 ", $- , $- , $201 ," $8,158 ","1,294",,,,
WALTON," 6,585 "," $44,512 "," $29,904 ", $- ," $3,460 ", $- , $- , $542 ," $10,605 ","1,265",,,,
WARE," 3,170 "," $27,003 "," $13,776 ", $- , $942 , $- , $- , $29 ," $12,256 ","1,176",,,,
WARREN, 376 ," $3,116 "," $1,365 ", $- , $109 , $- , $- , $33 ," $1,609 ",127,,,,
WASHINGTON," 1,439 "," $14,353 "," $5,638 ", $- , $610 , $- , $- , $14 ," $8,091 ",542,,,,
WAYNE," 2,832 "," $16,807 "," $10,059 ", $- ," $1,014 ", $- , $- , $63 ," $5,671 ",721,,,,
WEBSTER, 185 , $754 , $493 , $- , $14 , $- , $- , $1 , $247 ,33,,,,
WHEELER, 512 ," $4,305 "," $1,825 ", $- , $31 , $- , $- , $31 ," $2,418 ",165,,,,
WHITE," 2,404 "," $13,948 "," $8,135 ", $- , $430 , $- , $- , $252 ," $5,132 ",587,,,,
WHITFIELD," 4,966 "," $27,944 "," $18,740 ", $- ," $1,322 ", $- , $- , $243 ," $7,639 ","1,197",,,,
WILCOX, 728 ," $4,987 "," $2,459 ", $- , $109 , $- , $- , $15 ," $2,404 ",179,,,,
WILKES, 991 ," $6,615 "," $3,360 ", $- , $156 , $- , $- , $30 ," $3,068 ",261,,,,
WILKINSON, 745 ," $7,669 "," $3,763 ", $- , $188 , $- , $- , $11 ," $3,707 ",270,,,,
WORTH," 1,778 "," $7,872 "," $4,888 ", $- , $445 , $- , $- , $89 ," $2,450 ",492,,,,
,,,,,,,,,,,,,,
GEORGIA (Totals),"752,882"," $5,398,211 "," $3,004,840 "," $1,056 "," $528,777 ", $- ," $106,881 "," $48,836 "," $1,707,821 ","189,127",,,,
,,,,,,,,,,,,,,
CONG. DIST (01)," 75,639 "," $548,269 "," $319,635 ", $- ," $88,738 ", $- , $- ," $5,965 "," $133,930 ","20,464",,,,
CONG. DIST (02)," 60,231 "," $544,063 "," $351,315 ", $- ," $54,862 ", $- , $- ," $3,921 "," $133,966 ","18,470",,,,
CONG. DIST (03)," 61,317 "," $371,599 "," $236,959 ", $- ," $31,026 ", $- , $440 ," $3,479 "," $99,694 ","13,002",,,,
CONG. DIST (04)," 47,338 "," $400,331 "," $197,023 ", $- ," $40,854 ", $- , $- ," $2,048 "," $160,406 ","14,164",,,,
CONG. DIST (05)," 37,326 "," $513,493 "," $199,930 ", $156 ," $45,455 ", $- ," $93,532 "," $2,323 "," $172,098 ","12,376",,,,
CONG. DIST (06)," 38,277 "," $132,049 "," $65,690 ", $- ," $15,605 ", $- , $- ," $4,542 "," $46,211 ","5,371",,,,
CONG. DIST (07)," 38,883 "," $168,769 "," $90,423 ", $- ," $19,859 ", $- , $4 ," $2,608 "," $55,874 ","6,762",,,,
CONG. DIST (08)," 64,982 "," $471,191 "," $271,542 ", $103 ," $43,049 ", $- , $- ," $4,817 "," $151,681 ","18,069",,,,
CONG. DIST (09)," 56,231 "," $297,100 "," $184,879 ", $- ," $13,712 ", $- , $- ," $3,057 "," $95,452 ","12,539",,,,
CONG. DIST (10)," 53,501 "," $338,761 "," $185,224 ", $630 ," $24,462 ", $- ," $2,922 "," $3,056 "," $122,468 ","11,858",,,,
CONG. DIST (11)," 49,539 "," $218,702 "," $133,281 ", $136 ," $24,891 ", $- , $6 ," $4,201 "," $56,187 ","7,582",,,,
CONG. DIST (12)," 62,209 "," $713,896 "," $362,977 ", $32 ," $60,891 ", $- ," $9,322 "," $4,485 "," $276,190 ","23,300",,,,
CONG. DIST (13)," 58,406 "," $438,074 "," $250,929 ", $- ," $51,602 ", $- , $148 ," $2,377 "," $133,019 ","15,184",,,,
CONG. DIST (14)," 49,001 "," $241,914 "," $155,033 ", $- ," $13,770 ", $- , $507 ," $1,957 "," $70,646 ","9,986",,,,
,,,,,,,,,,,,,,
GEORGIA (Totals),"752,882"," $5,398,211 "," $3,004,840 "," $1,056 "," $528,777 ", $- ," $106,881 "," $48,836 "," $1,707,821 ","189,127",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
