,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
PICKENS," 2,611 "," $13,517 "," $9,576 ", $- , $469 , $- , $- , $156 ," $3,316 ",472,,,,
PIERCE," 1,500 "," $12,616 "," $6,873 ", $- , $402 , $- , $- , $118 ," $5,223 ",585,,,,
PIKE," 1,328 "," $8,226 "," $5,234 ", $- , $455 , $- , $- , $39 ," $2,497 ",319,,,,
POLK," 2,640 "," $18,115 "," $12,580 ", $- , $991 , $- , $- , $209 ," $4,334 ",583,,,,
PULASKI, 821 ," $8,428 "," $4,793 ", $- , $289 , $- , $- , $63 ," $3,284 ",258,,,,
PUTNAM," 1,860 "," $12,004 "," $6,029 ", $- , $344 , $- , $- , $175 ," $5,455 ",485,,,,
QUITMAN, 175 ," $2,395 "," $1,440 ", $- , $51 , $- , $- , $5 , $899 ,100,,,,
RABUN," 1,431 "," $9,310 "," $5,265 ", $- , $259 , $- , $- , $80 ," $3,706 ",428,,,,
RANDOLPH, 377 ," $2,910 "," $1,889 ", $- , $99 , $- , $- , $28 , $894 ,125,,,,
RICHMOND," 21,966 "," $362,457 "," $184,202 ", $357 ," $23,268 ", $- ," $2,228 "," $1,861 "," $150,540 ","10,271",,,,
ROCKDALE," 6,752 "," $63,117 "," $38,168 ", $- ," $4,521 ", $- , $- , $419 ," $20,009 ","2,206",,,,
SCHLEY, 306 ," $1,747 "," $1,154 ", $- , $100 , $- , $- , $51 , $442 ,67,,,,
SCREVEN," 1,036 "," $6,284 "," $3,547 ", $- , $281 , $- , $- , $25 ," $2,432 ",316,,,,
SEMINOLE, 749 ," $4,460 "," $2,992 ", $- , $151 , $- , $- , $25 ," $1,293 ",231,,,,
SPALDING," 4,735 "," $32,857 "," $21,159 ", $- ," $1,689 ", $- , $- , $175 ," $9,834 ","1,283",,,,
STEPHENS," 1,785 "," $13,487 "," $8,802 ", $- , $643 , $- , $- , $79 ," $3,963 ",501,,,,
STEWART, 279 ," $3,017 "," $2,111 ", $- , $150 , $- , $- , $10 , $745 ,103,,,,
SUMTER," 1,907 "," $15,044 "," $9,802 ", $- , $500 , $- , $- , $175 ," $4,566 ",549,,,,
TALBOT, 479 ," $6,390 "," $4,937 ", $- , $333 , $- , $- , $41 ," $1,079 ",167,,,,
TALIAFERRO, 127 ," $1,228 ", $399 , $- , $18 , $- , $- , $0 , $810 ,42,,,,
TATTNALL," 1,656 "," $17,399 "," $10,341 ", $- ," $1,268 ", $- , $- , $87 ," $5,703 ",564,,,,
TAYLOR, 468 ," $4,184 "," $2,364 ", $- , $229 , $- , $- , $98 ," $1,493 ",152,,,,
TELFAIR, 717 ," $8,325 "," $3,975 ", $- , $123 , $- , $- , $3 ," $4,223 ",241,,,,
TERRELL, 603 ," $4,143 "," $2,525 ", $- , $231 , $- , $- , $- ," $1,387 ",203,,,,
THOMAS," 3,393 "," $27,017 "," $14,868 ", $- ," $1,758 ", $- , $- , $617 ," $9,773 ","1,253",,,,
TIFT," 2,329 "," $20,672 "," $14,111 ", $- ," $1,007 ", $- , $- , $222 ," $5,333 ",741,,,,
TOOMBS," 1,866 "," $17,728 "," $8,362 ", $- , $673 , $- , $- , $38 ," $8,654 ",649,,,,
TOWNS," 1,257 "," $8,818 "," $5,878 ", $- , $165 , $- , $- , $147 ," $2,629 ",404,,,,
TREUTLEN, 432 ," $3,719 "," $1,593 ", $- , $104 , $- , $- , $6 ," $2,016 ",136,,,,
TROUP," 3,965 "," $36,026 "," $24,258 ", $- ," $1,770 ", $- , $- , $244 ," $9,754 ","1,204",,,,
TURNER, 529 ," $5,303 "," $3,242 ", $- , $234 , $- , $- , $70 ," $1,758 ",184,,,,
TWIGGS, 650 ," $6,235 "," $2,889 ", $- , $178 , $- , $- , $2 ," $3,166 ",278,,,,
UNION," 2,437 "," $18,672 "," $11,496 ", $- , $281 , $- , $- , $188 ," $6,708 ","1,011",,,,
UPSON," 2,115 "," $16,009 "," $9,008 ", $- , $555 , $- , $- , $105 ," $6,341 ",611,,,,
WALKER," 4,705 "," $35,801 "," $24,545 ", $- ," $1,290 ", $- , $- , $302 ," $9,664 ","1,335",,,,
WALTON," 5,639 "," $52,480 "," $35,674 ", $- ," $4,195 ", $- , $- , $506 ," $12,105 ","1,441",,,,
WARE," 2,862 "," $24,041 "," $14,268 ", $- , $893 , $- , $- , $171 ," $8,710 ","1,139",,,,
WARREN, 321 ," $3,227 "," $1,362 ", $- , $96 , $- , $- , $26 ," $1,742 ",141,,,,
WASHINGTON," 1,253 "," $14,593 "," $6,288 ", $- , $587 , $- , $- , $55 ," $7,662 ",575,,,,
WAYNE," 2,435 "," $18,795 "," $11,377 ", $- , $987 , $- , $- , $208 ," $6,222 ",748,,,,
WEBSTER, 163 , $879 , $667 , $- , $34 , $- , $- , $- , $177 ,32,,,,
WHEELER, 316 ," $6,666 "," $1,998 ", $- , $73 , $- , $- , $42 ," $4,554 ",191,,,,
WHITE," 2,454 "," $14,990 "," $8,945 ", $- , $634 , $- , $- , $249 ," $5,162 ",616,,,,
WHITFIELD," 5,128 "," $30,064 "," $19,764 ", $- ," $1,642 ", $- , $- , $261 ," $8,396 ","1,213",,,,
WILCOX, 465 ," $5,165 "," $2,710 ", $- , $110 , $- , $- , $21 ," $2,324 ",182,,,,
WILKES, 780 ," $7,010 "," $3,717 ", $- , $134 , $- , $- , $37 ," $3,122 ",259,,,,
WILKINSON, 657 ," $8,858 "," $4,474 ", $- , $181 , $- , $- , $27 ," $4,177 ",274,,,,
WORTH," 1,618 "," $9,550 "," $5,419 ", $- , $361 , $- , $- , $30 ," $3,740 ",525,,,,
,,,,,,,,,,,,,,
GEORGIA (Totals),"699,322"," $6,116,767 "," $3,528,819 "," $2,089 "," $515,336 ", $- ," $105,890 "," $51,535 "," $1,913,097 ","205,223",,,,
,,,,,,,,,,,,,,
CONG. DIST (01)," 77,868 "," $661,340 "," $398,295 ", $- ," $98,746 ", $- , $- ," $5,123 "," $159,175 ","22,937",,,,
CONG. DIST (02)," 55,324 "," $565,000 "," $363,652 ", $- ," $43,736 ", $- , $- ," $4,732 "," $152,880 ","18,944",,,,
CONG. DIST (03)," 58,164 "," $490,600 "," $328,846 ", $- ," $39,100 ", $- , $126 ," $4,266 "," $118,262 ","14,848",,,,
CONG. DIST (04)," 43,722 "," $430,024 "," $195,965 "," $1,087 "," $27,475 ", $- ," $3,953 "," $3,161 "," $198,383 ","15,800",,,,
CONG. DIST (05)," 36,208 "," $488,038 "," $191,279 ", $46 ," $31,018 ", $- ," $91,686 "," $3,753 "," $170,256 ","13,200",,,,
CONG. DIST (06)," 33,543 "," $237,399 "," $154,997 ", $- ," $26,644 ", $- ," $2,121 "," $3,392 "," $50,245 ","5,490",,,,
CONG. DIST (07)," 33,873 "," $208,871 "," $126,833 ", $- ," $21,208 ", $- , $0 ," $2,876 "," $57,953 ","7,546",,,,
CONG. DIST (08)," 60,315 "," $532,017 "," $323,763 ", $6 ," $42,735 ", $- , $- ," $3,911 "," $161,602 ","18,699",,,,
CONG. DIST (09)," 49,983 "," $316,194 "," $199,142 ", $- ," $14,094 ", $- , $- ," $2,835 "," $100,123 ","13,286",,,,
CONG. DIST (10)," 45,759 "," $386,331 "," $228,906 ", $311 ," $26,673 ", $- , $- ," $3,545 "," $126,896 ","13,036",,,,
CONG. DIST (11)," 45,356 "," $275,384 "," $174,711 ", $24 ," $27,927 ", $- , $407 ," $3,380 "," $68,935 ","8,510",,,,
CONG. DIST (12)," 61,179 "," $835,886 "," $439,234 ", $436 ," $65,058 ", $- ," $7,590 "," $4,940 "," $318,628 ","24,499",,,,
CONG. DIST (13)," 53,159 "," $431,012 "," $236,635 ", $179 ," $37,303 ", $- , $3 ," $3,669 "," $153,222 ","17,630",,,,
CONG. DIST (14)," 44,870 "," $258,672 "," $166,562 ", $- ," $13,617 ", $- , $3 ," $1,952 "," $76,537 ","10,798",,,,
,,,,,,,,,,,,,,
GEORGIA (Totals),"699,322"," $6,116,767 "," $3,528,819 "," $2,089 "," $515,336 ", $- ," $105,890 "," $51,535 "," $1,913,097 ","205,223",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
