,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
RUSSELL," 1,984 "," $10,450 "," $6,343 ", $- , $306 , $- , $- , $93 ," $3,708 ",482,,,,
SCOTT," 1,868 "," $13,219 "," $7,409 ", $- , $314 , $- , $- , $79 ," $5,416 ",602,,,,
SHENANDOAH," 3,916 "," $24,543 "," $10,421 ", $- ," $1,293 ", $- , $- , $305 ," $12,525 ",1137,,,,
SMYTH," 2,506 "," $18,721 "," $10,073 ", $- , $350 , $- , $- , $150 ," $8,147 ",891,,,,
SOUTHAMPTON," 2,080 "," $8,518 "," $3,971 ", $- , $748 , $- , $- , $72 ," $3,728 ",348,,,,
SPOTSYLVANIA," 15,786 "," $100,904 "," $55,649 ", $- ," $18,338 ", $- , $- , $773 ," $26,144 ",3124,,,,
STAFFORD," 21,550 "," $168,448 "," $102,874 ", $- ," $41,232 ", $- , $- , $717 ," $23,625 ",3463,,,,
SURRY, 686 ," $4,501 "," $2,292 ", $- , $275 , $- , $- , $24 ," $1,910 ",171,,,,
SUSSEX," 1,188 "," $7,357 "," $3,282 ", $- , $357 , $- , $- , $93 ," $3,626 ",296,,,,
TAZEWELL," 3,277 "," $36,397 "," $20,886 ", $- , $850 , $- , $- , $224 ," $14,437 ",1245,,,,
WARREN," 3,889 "," $21,122 "," $8,969 ", $- ," $1,411 ", $- , $- , $123 ," $10,618 ",842,,,,
WASHINGTON," 4,169 "," $31,081 "," $16,532 ", $- , $891 , $- , $- , $323 ," $13,335 ",1538,,,,
WESTMORELAND," 1,939 "," $9,819 "," $4,751 ", $- , $709 , $- , $- , $40 ," $4,320 ",384,,,,
WISE," 2,663 "," $24,235 "," $15,221 ", $- , $808 , $- , $- , $174 ," $8,033 ",1008,,,,
WYTHE," 2,509 "," $17,278 "," $8,743 ", $- , $456 , $- , $- , $109 ," $7,969 ",826,,,,
YORK," 9,154 "," $61,633 "," $37,991 ", $- ," $13,868 ", $- , $- , $300 ," $9,474 ",1336,,,,
ALEXANDRIA (CITY)," 10,589 "," $67,913 "," $36,792 ", $107 ," $18,700 ", $- , $- ," $1,148 "," $11,167 ",1332,,,,
BRISTOL (CITY)," 1,331 "," $11,359 "," $5,471 ", $- , $224 , $- , $- , $32 ," $5,631 ",540,,,,
BUENA VISTA (CITY), 504 ," $3,966 "," $1,722 ", $- , $140 , $- , $- , $13 ," $2,091 ",146,,,,
CHARLOTTESVILLE (CITY)," 2,153 "," $11,587 "," $4,887 ", $- ," $3,949 ", $- , $- , $208 ," $2,543 ",306,,,,
CHESAPEAKE (CITY)," 32,695 "," $246,927 "," $145,356 ", $- ," $59,815 ", $- , $- ," $1,270 "," $40,485 ",4990,,,,
COLONIAL HEIGHTS (CITY)," 1,768 "," $25,069 "," $17,127 ", $- ," $2,390 ", $- , $- , $134 ," $5,419 ",495,,,,
COVINGTON (CITY), 616 ," $7,080 "," $4,462 ", $- , $104 , $- , $- , $17 ," $2,497 ",206,,,,
DANVILLE (CITY)," 3,749 "," $30,313 "," $16,414 ", $133 ," $1,730 ", $- , $74 , $316 ," $11,647 ",1344,,,,
EMPORIA (CITY), 396 ," $2,408 ", $635 , $- , $50 , $- , $- , $- ," $1,723 ",126,,,,
FAIRFAX (CITY)," 2,086 "," $16,624 "," $9,518 ", $- ," $5,369 ", $- , $- , $742 , $994 ,119,,,,
FALLS CHURCH (CITY), 896 ," $4,508 "," $2,703 ", $- ," $1,319 ", $- , $- , $98 , $387 ,58,,,,
FRANKLIN (CITY), 980 ," $6,460 "," $3,835 ", $- , $652 , $- , $- , $133 ," $1,841 ",136,,,,
FREDERICKSBURG (CITY)," 2,074 "," $17,186 "," $8,482 ", $- ," $3,554 ", $- , $- , $467 ," $4,683 ",545,,,,
GALAX (CITY), 405 ," $5,822 "," $4,051 ", $- , $204 , $- , $- , $65 ," $1,503 ",163,,,,
HAMPTON (CITY)," 30,642 "," $254,218 "," $112,596 "," $5,194 "," $34,539 ", $- ," $4,577 "," $1,794 "," $95,520 ",6205,,,,
HARRISONBURG (CITY)," 1,929 "," $12,473 "," $6,097 ", $- ," $1,434 ", $- , $- , $318 ," $4,623 ",405,,,,
HOPEWELL (CITY)," 3,195 "," $30,806 "," $17,871 ", $- ," $3,193 ", $- , $- , $140 ," $9,603 ",819,,,,
LEXINGTON (CITY), 514 ," $5,015 "," $4,018 ", $- , $411 , $- , $- , $44 , $542 ,72,,,,
LYNCHBURG (CITY)," 5,296 "," $40,470 "," $18,466 ", $- ," $8,141 ", $- , $- , $620 ," $13,243 ",1547,,,,
MANASSAS (CITY)," 2,758 "," $14,085 "," $7,898 ", $- ," $3,129 ", $- , $- , $80 ," $2,978 ",281,,,,
MANASSAS PARK (CITY)," 1,037 "," $1,197 ", $92 , $- , $- , $- , $- , $- ," $1,105 ",97,,,,
MARTINSVILLE (CITY)," 1,085 "," $11,783 "," $7,000 ", $- , $682 , $- , $- , $151 ," $3,950 ",428,,,,
NEWPORT NEWS (CITY)," 23,830 "," $209,626 "," $109,087 ", $- ," $43,217 ", $- , $- ," $1,381 "," $55,941 ",5507,,,,
NORFOLK (CITY)," 33,200 "," $217,611 "," $105,670 ", $- ," $60,105 ", $- , $- ," $1,478 "," $50,358 ",5505,,,,
NORTON (CITY), 258 ," $2,388 "," $1,684 ", $- , $85 , $- , $- , $12 , $607 ,63,,,,
PETERSBURG (CITY)," 3,626 "," $60,197 "," $34,887 ", $- ," $4,730 ", $- , $- , $581 ," $19,998 ",1377,,,,
POQUOSON (CITY)," 1,187 "," $9,497 "," $6,027 ", $- ," $1,926 ", $- , $- , $171 ," $1,373 ",165,,,,
PORTSMOUTH (CITY)," 12,881 "," $93,546 "," $49,038 ", $- ," $15,984 ", $- , $- ," $1,082 "," $27,442 ",2630,,,,
RADFORD (CITY), 853 ," $6,408 "," $3,744 ", $- , $695 , $- , $- , $68 ," $1,900 ",203,,,,
RICHMOND (CITY)," 11,999 "," $160,624 "," $42,164 "," $7,212 "," $12,521 ", $- ," $3,955 ", $637 ," $94,135 ",4661,,,,
ROANOKE (CITY)," 8,033 "," $155,338 "," $32,662 ", $641 ," $11,380 ", $- ," $46,778 ", $454 ," $63,423 ",3393,,,,
SALEM (CITY)," 2,486 "," $32,610 "," $12,184 "," $1,718 ", $938 , $- ," $2,460 ", $231 ," $15,078 ",772,,,,
STAUNTON (CITY)," 2,208 "," $15,098 "," $8,829 ", $- ," $1,053 ", $- , $- , $457 ," $4,759 ",571,,,,
SUFFOLK (CITY)," 12,575 "," $95,366 "," $55,429 ", $- ," $21,693 ", $- , $- , $782 ," $17,462 ",2150,,,,
VIRGINIA BEACH (CITY)," 59,877 "," $487,229 "," $280,650 ", $- ," $138,181 ", $- , $- ," $3,803 "," $64,595 ",9354,,,,
WAYNESBORO (CITY)," 1,840 "," $11,821 "," $7,205 ", $- ," $1,004 ", $- , $- , $152 ," $3,460 ",407,,,,
WILLIAMSBURG (CITY), 869 ," $1,913 ", $475 , $- , $224 , $- , $- , $25 ," $1,189 ",133,,,,
WINCHESTER (CITY)," 1,827 "," $12,354 "," $4,436 ", $- ," $1,049 ", $- , $- , $126 ," $6,742 ",561,,,,
,,,,,,,,,,,,,,
VIRGINIA (Totals),"783,108 "," $5,424,411 "," $2,775,627 "," $15,689 "," $890,627 ", $- ," $64,952 "," $54,280 "," $1,623,236 ","152,800 ",,,,
,,,,,,,,,,,,,,
CONG. DIST (01)," 93,933 "," $617,624 "," $367,631 ", $19 ," $122,102 ", $- ," $2,428 "," $5,139 "," $120,305 ","14,313",,,,
CONG. DIST (02)," 104,357 "," $743,289 "," $410,963 ", $247 ," $190,677 ", $- , $- ," $5,790 "," $135,613 ","16,637",,,,
CONG. DIST (03)," 83,023 "," $810,265 "," $351,209 "," $5,816 "," $122,711 ", $- ," $8,677 "," $5,840 "," $316,012 ","22,265",,,,
CONG. DIST (04)," 91,197 "," $679,383 "," $366,355 ", $10 ," $110,971 ", $- , $- ," $4,816 "," $197,232 ","18,420",,,,
CONG. DIST (05)," 62,550 "," $361,403 "," $167,378 ", $133 ," $23,662 ", $- , $74 ," $3,359 "," $166,798 ","15,631",,,,
CONG. DIST (06)," 60,296 "," $464,364 "," $170,496 ", $4 ," $31,363 ", $- ," $46,778 "," $4,740 "," $210,983 ","17,312",,,,
CONG. DIST (07)," 67,065 "," $375,673 "," $190,361 "," $6,473 "," $41,044 ", $- ," $1,850 "," $4,843 "," $131,103 ","11,593",,,,
CONG. DIST (08)," 50,139 "," $299,223 "," $168,783 ", $107 ," $79,896 ", $- , $- ," $6,210 "," $44,227 ","6,061",,,,
CONG. DIST (09)," 54,695 "," $428,659 "," $207,586 "," $2,355 "," $13,888 ", $- ," $2,460 "," $3,115 "," $199,256 ","18,428",,,,
CONG. DIST (10)," 57,729 "," $284,796 "," $158,338 ", $- ," $60,979 ", $- , $- ," $4,136 "," $61,342 ","6,241",,,,
CONG. DIST (11)," 58,125 "," $359,731 "," $216,529 ", $526 ," $93,334 ", $- ," $2,685 "," $6,292 "," $40,365 ","5,899",,,,
,,,,,,,,,,,,,,
VIRGINIA (Totals),"783,108 "," $5,424,411 "," $2,775,627 "," $15,689 "," $890,627 ", $- ," $64,952 "," $54,280 "," $1,623,236 ","152,800 ",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
