,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
MCMINN," 4,346 "," $26,878 "," $17,669 ", $- ," $1,292 ", $- , $- , $193 ," $7,724 ","1,131",,,,
MCNAIRY," 2,763 "," $15,449 "," $10,104 ", $- , $488 , $- , $- , $82 ," $4,776 ",601,,,,
MACON," 1,616 "," $8,469 "," $4,640 ", $- , $129 , $- , $- , $32 ," $3,668 ",361,,,,
MADISON," 6,722 "," $41,759 "," $26,394 ", $- ," $2,301 ", $- , $- , $344 ," $12,720 ","1,684",,,,
MARION," 2,251 "," $10,540 "," $5,050 ", $- , $321 , $- , $- , $51 ," $5,117 ",605,,,,
MARSHALL," 2,283 "," $16,423 "," $8,349 ", $- , $627 , $- , $- , $267 ," $7,180 ",693,,,,
MAURY," 6,975 "," $42,170 "," $24,243 ", $- ," $2,777 ", $- , $- , $265 ," $14,885 ","1,571",,,,
MEIGS," 1,159 "," $7,670 "," $5,499 ", $- , $381 , $- , $- , $5 ," $1,786 ",290,,,,
MONROE," 3,470 "," $21,379 "," $15,397 ", $- , $826 , $- , $- , $88 ," $5,068 ",842,,,,
MONTGOMERY," 26,893 "," $355,682 "," $224,655 ", $- ," $61,125 ", $- , $- ," $3,425 "," $66,477 ","9,083",,,,
MOORE, 598 ," $1,968 ", $885 , $- , $134 , $- , $- , $23 , $927 ,145,,,,
MORGAN," 1,732 "," $8,916 "," $6,032 ", $- , $303 , $- , $- , $50 ," $2,530 ",455,,,,
OBION," 2,625 "," $14,527 "," $8,555 ", $- , $573 , $- , $- , $55 ," $5,344 ",727,,,,
OVERTON," 1,718 "," $11,460 "," $6,927 ", $- , $420 , $- , $- , $77 ," $4,036 ",568,,,,
PERRY, 667 ," $6,423 "," $3,608 ", $- , $125 , $- , $- , $15 ," $2,675 ",244,,,,
PICKETT, 526 ," $3,736 "," $2,628 ", $- , $26 , $- , $- , $11 ," $1,071 ",176,,,,
POLK," 1,472 "," $8,930 "," $6,039 ", $- , $175 , $- , $- , $14 ," $2,702 ",370,,,,
PUTNAM," 5,415 "," $38,246 "," $23,056 ", $- ," $2,698 ", $- , $- , $404 ," $12,088 ","1,819",,,,
RHEA," 2,727 "," $15,934 "," $11,397 ", $- , $424 , $- , $- , $174 ," $3,940 ",655,,,,
ROANE," 5,448 "," $28,922 "," $19,987 ", $- ," $1,353 ", $- , $- , $244 ," $7,339 ","1,203",,,,
ROBERTSON," 5,570 "," $36,401 "," $21,945 ", $- ," $3,370 ", $- , $- , $134 ," $10,953 ","1,163",,,,
RUTHERFORD," 21,041 "," $188,283 "," $69,200 ", $- ," $17,297 ", $- ," $1,392 "," $1,003 "," $99,392 ","6,113",,,,
SCOTT," 1,534 "," $11,125 "," $7,860 ", $- , $326 , $- , $- , $17 ," $2,921 ",452,,,,
SEQUATCHIE," 1,084 "," $11,567 "," $8,147 ", $- , $330 , $- , $- , $138 ," $2,952 ",369,,,,
SEVIER," 7,528 "," $52,062 "," $34,019 ", $- ," $2,193 ", $- , $- , $632 ," $15,218 ","2,430",,,,
SHELBY," 56,541 "," $492,469 "," $210,156 "," $2,697 "," $40,244 ", $- ," $3,245 "," $4,157 "," $231,970 ","17,853",,,,
SMITH," 1,450 "," $7,098 "," $3,874 ", $- , $351 , $- , $- , $12 ," $2,861 ",318,,,,
STEWART," 2,021 "," $18,526 "," $12,622 ", $- ," $1,270 ", $- , $- , $192 ," $4,442 ",557,,,,
SULLIVAN," 14,574 "," $122,988 "," $68,807 ", $- ," $3,631 ", $- , $- , $677 ," $49,872 ","5,438",,,,
SUMNER," 13,461 "," $75,479 "," $40,898 ", $- ," $5,452 ", $- , $- , $629 ," $28,501 ","2,767",,,,
TIPTON," 6,091 "," $40,019 "," $22,596 ", $- ," $4,264 ", $- , $- , $443 ," $12,716 ","1,370",,,,
TROUSDALE, 641 ," $3,728 "," $1,876 ", $- , $88 , $- , $- , $49 ," $1,715 ",184,,,,
UNICOI," 1,956 "," $20,201 "," $9,222 ", $- , $415 , $- , $- , $89 ," $10,475 ",878,,,,
UNION," 1,267 "," $6,692 "," $4,131 ", $- , $308 , $- , $- , $66 ," $2,186 ",349,,,,
VAN BUREN, 500 ," $2,924 "," $1,335 ", $- , $66 , $- , $- , $4 ," $1,519 ",186,,,,
WARREN," 2,563 "," $22,932 "," $11,081 ", $- , $539 , $- , $- , $76 ," $11,235 ","1,100",,,,
WASHINGTON," 11,547 "," $162,063 "," $64,856 "," $1,449 "," $5,366 ", $- ," $6,220 ", $622 ," $83,550 ","5,606",,,,
WAYNE," 1,364 "," $7,754 "," $4,208 ", $- , $217 , $- , $- , $77 ," $3,252 ",332,,,,
WEAKLEY," 2,588 "," $13,703 "," $7,481 ", $- , $944 , $- , $- , $164 ," $5,114 ",594,,,,
WHITE," 2,132 "," $16,478 "," $9,361 ", $- , $627 , $- , $- , $135 ," $6,354 ",747,,,,
WILLIAMSON," 10,636 "," $44,125 "," $27,215 ", $- ," $3,892 ", $- , $- ," $1,225 "," $11,793 ","1,540",,,,
WILSON," 9,516 "," $56,696 "," $29,424 ", $- ," $3,927 ", $- , $- , $851 ," $22,494 ","2,343",,,,
,,,,,,,,,,,,,,
TENNESSEE (Totals),"506,340 "," $3,758,888 "," $1,995,305 "," $6,028 "," $269,071 ", $- ," $63,217 "," $32,085 "," $1,393,181 ","140,625 ",,,,
,,,,,,,,,,,,,,
CONG. DIST (01)," 64,100 "," $604,142 "," $304,361 "," $1,449 "," $17,497 ", $- ," $6,220 "," $3,461 "," $271,153 ","25,491",,,,
CONG. DIST (02)," 59,530 "," $312,824 "," $206,513 ", $- ," $24,673 ", $- , $16 ," $3,269 "," $78,353 ","12,740",,,,
CONG. DIST (03)," 58,302 "," $316,564 "," $207,109 ", $91 ," $18,211 ", $- ," $2,442 "," $3,539 "," $85,173 ","13,489",,,,
CONG. DIST (04)," 56,488 "," $407,322 "," $194,813 ", $- ," $26,802 ", $- , $- ," $2,660 "," $183,047 ","15,801",,,,
CONG. DIST (05)," 44,144 "," $413,942 "," $155,849 "," $1,724 "," $34,021 ", $- ," $51,294 "," $3,772 "," $167,281 ","11,588",,,,
CONG. DIST (06)," 59,713 "," $374,194 "," $207,756 ", $65 ," $21,043 ", $- , $- ," $3,134 "," $142,196 ","16,047",,,,
CONG. DIST (07)," 67,865 "," $605,490 "," $371,397 ", $2 ," $73,052 ", $- , $- ," $5,956 "," $155,082 ","18,332",,,,
CONG. DIST (08)," 56,572 "," $285,678 "," $160,276 ", $39 ," $17,918 ", $- , $- ," $3,687 "," $103,758 ","12,055",,,,
CONG. DIST (09)," 39,626 "," $438,732 "," $187,231 "," $2,658 "," $35,854 ", $- ," $3,245 "," $2,606 "," $207,137 ","15,082",,,,
,,,,,,,,,,,,,,
TENNESSEE (Totals),"506,340 "," $3,758,888 "," $1,995,305 "," $6,028 "," $269,071 ", $- ," $63,217 "," $32,085 "," $1,393,181 ","140,625 ",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
