,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
CONG. DIST (06)," 36,833 "," $325,652 "," $173,466 ", $- ," $31,673 ", $- , $- ," $3,421 "," $117,091 ","10,328",,,,
CONG. DIST (07)," 48,703 "," $359,739 "," $178,134 ", $- ," $32,235 ", $- , $- ," $3,494 "," $145,877 ","11,954",,,,
CONG. DIST (08)," 50,927 "," $419,692 "," $203,080 ", $394 ," $43,741 ", $- , $- ," $2,594 "," $169,882 ","14,697",,,,
CONG. DIST (09)," 33,964 "," $294,095 "," $142,499 "," $1,047 "," $28,278 ", $- ," $2,899 "," $2,514 "," $116,858 ","9,715",,,,
CONG. DIST (10)," 34,619 "," $269,366 "," $131,721 ", $632 ," $19,951 ", $- , $- ," $2,299 "," $114,764 ","9,299",,,,
CONG. DIST (11)," 34,903 "," $262,378 "," $108,219 "," $16,850 "," $28,155 ", $- ," $6,066 "," $3,279 "," $99,809 ","7,585",,,,
CONG. DIST (12)," 21,019 "," $316,183 "," $70,613 "," $5,649 "," $27,481 ", $- ," $2,933 "," $2,247 "," $207,258 ","6,363",,,,
CONG. DIST (13)," 25,318 "," $259,531 "," $89,963 ", $62 ," $26,993 ", $- ," $36,322 "," $2,753 "," $103,437 ","6,535",,,,
CONG. DIST (14)," 22,925 "," $228,020 "," $67,899 "," $1,615 "," $20,770 ", $- ," $8,545 "," $3,052 "," $126,141 ","6,233",,,,
CONG. DIST (15)," 25,994 "," $200,295 "," $83,995 ", $- ," $24,742 ", $- , $- ," $2,566 "," $88,992 ","5,622",,,,
CONG. DIST (16)," 26,379 "," $318,639 "," $136,785 "," $8,091 "," $23,531 ", $- ," $3,608 "," $1,966 "," $144,658 ","9,963",,,,
CONG. DIST (17)," 19,667 "," $170,287 "," $63,973 "," $3,560 "," $16,751 ", $- , $- ," $2,356 "," $83,648 ","4,601",,,,
CONG. DIST (18)," 27,654 "," $384,310 "," $90,174 "," $86,069 "," $20,572 ", $- ," $5,958 "," $3,380 "," $178,156 ","6,200",,,,
CONG. DIST (19)," 20,724 "," $199,422 "," $61,144 ", $801 ," $14,882 ", $- , $- ," $2,342 "," $120,253 ","6,567",,,,
CONG. DIST (20)," 30,176 "," $299,642 "," $153,993 ", $535 ," $21,609 ", $- , $- ," $3,280 "," $120,225 ","10,414",,,,
CONG. DIST (21)," 21,798 "," $245,905 "," $138,825 ", $- ," $37,367 ", $- , $341 ," $1,733 "," $67,640 ","5,715",,,,
CONG. DIST (22)," 35,001 "," $285,871 "," $125,496 ", $101 ," $24,661 ", $- , $- ," $1,701 "," $133,913 ","11,407",,,,
CONG. DIST (23)," 43,895 "," $269,209 "," $142,187 "," $2,925 "," $31,748 ", $- ," $1,373 "," $1,502 "," $89,473 ","10,234",,,,
CONG. DIST (24)," 40,598 "," $261,204 "," $163,060 ", $- ," $21,254 ", $- , $- ," $4,851 "," $72,039 ","10,017",,,,
CONG. DIST (25)," 32,294 "," $172,198 "," $78,450 ", $449 ," $21,064 ", $- , $- ," $2,085 "," $70,151 ","7,057",,,,
CONG. DIST (26)," 35,909 "," $238,039 "," $137,579 ", $- ," $32,046 ", $- , $- ," $3,812 "," $64,602 ","7,584",,,,
CONG. DIST (27)," 22,949 "," $174,293 "," $104,145 ", $0 ," $29,272 ", $- , $- ," $2,635 "," $38,242 ","3,783",,,,
CONG. DIST (28)," 19,895 "," $201,525 "," $111,435 ", $- ," $31,872 ", $- , $- ," $2,933 "," $55,285 ","3,817",,,,
CONG. DIST (29)," 15,170 "," $158,143 "," $56,422 ", $- ," $16,138 ", $- , $- ," $1,485 "," $84,098 ","4,496",,,,
CONG. DIST (30)," 25,524 "," $187,918 "," $88,348 ", $- ," $25,245 ", $- , $- ," $2,326 "," $71,998 ","5,421",,,,
CONG. DIST (31)," 30,719 "," $325,342 "," $138,647 ", $138 ," $31,998 ", $- ," $1,846 "," $1,814 "," $150,898 ","9,266",,,,
CONG. DIST (32)," 22,179 "," $130,238 "," $59,198 ", $17 ," $16,609 ", $- , $- ," $1,529 "," $52,885 ","4,621",,,,
CONG. DIST (33)," 29,087 "," $322,952 "," $112,555 "," $6,161 "," $32,181 ", $- ," $8,206 "," $2,963 "," $160,885 ","5,564",,,,
CONG. DIST (34)," 11,481 "," $174,542 "," $81,837 ", $- ," $23,407 ", $- , $- ," $2,154 "," $67,143 ","3,916",,,,
CONG. DIST (35)," 20,714 "," $221,158 "," $120,216 "," $12,046 "," $27,409 ", $- , $788 ," $1,716 "," $58,984 ","5,389",,,,
CONG. DIST (36)," 49,805 "," $497,245 "," $275,718 "," $1,726 "," $71,726 ", $- , $- ," $4,687 "," $143,388 ","14,643",,,,
CONG. DIST (37)," 19,114 "," $259,965 "," $88,753 ", $- ," $25,385 ", $- , $- ," $2,336 "," $143,491 ","6,824",,,,
CONG. DIST (38)," 24,634 "," $165,098 "," $64,874 ", $- ," $18,557 ", $- ," $1,194 "," $1,710 "," $78,764 ","6,191",,,,
CONG. DIST (39)," 26,403 "," $198,508 "," $89,151 ", $- ," $24,867 ", $- ," $32,862 "," $2,580 "," $49,048 ","4,920",,,,
CONG. DIST (40)," 8,936 "," $118,529 "," $55,077 ", $- ," $15,753 ", $- , $0 ," $1,450 "," $46,249 ","2,883",,,,
CONG. DIST (41)," 30,343 "," $319,066 "," $155,001 ", $22 ," $40,333 ", $- ," $9,070 "," $2,669 "," $111,970 ","8,702",,,,
CONG. DIST (42)," 44,322 "," $404,146 "," $227,748 "," $1,713 "," $59,279 ", $- , $- ," $3,879 "," $111,527 ","12,760",,,,
CONG. DIST (43)," 23,437 "," $221,768 "," $76,415 ", $- ," $21,856 ", $- , $(1)," $2,012 "," $121,485 ","6,834",,,,
CONG. DIST (44)," 15,526 "," $179,959 "," $63,704 "," $3,748 "," $18,225 ", $- ," $3,672 "," $1,681 "," $88,929 ","5,190",,,,
CONG. DIST (45)," 29,644 "," $180,984 "," $104,304 ", $- ," $30,696 ", $- , $- ," $3,628 "," $42,356 ","5,259",,,,
CONG. DIST (46)," 15,576 "," $140,144 "," $68,654 ", $- ," $19,872 ", $- , $- ," $2,349 "," $49,269 ","4,140",,,,
CONG. DIST (47)," 29,287 "," $271,630 "," $84,898 ", $- ," $24,591 ", $- , $1 ," $2,551 "," $159,589 ","9,187",,,,
CONG. DIST (48)," 32,316 "," $199,950 "," $96,080 ", $- ," $28,276 ", $- , $- ," $3,342 "," $72,253 ","6,575",,,,
CONG. DIST (49)," 49,429 "," $430,145 "," $223,066 ", $3 ," $93,736 ", $- , $- ," $3,879 "," $109,462 ","12,683",,,,
CONG. DIST (50)," 57,554 "," $486,116 "," $231,969 ", $205 ," $99,702 ", $- , $- ," $3,563 "," $150,678 ","14,818",,,,
CONG. DIST (51)," 35,972 "," $435,970 "," $215,281 ", $41 ," $87,435 ", $- , $599 ," $3,053 "," $129,561 ","12,178",,,,
CONG. DIST (52)," 57,291 "," $655,080 "," $331,409 "," $17,263 "," $144,263 ", $- ," $8,288 "," $5,072 "," $148,785 ","13,519",,,,
CONG. DIST (53)," 66,865 "," $609,945 "," $251,209 ", $- ," $109,352 ", $- ," $61,614 "," $3,845 "," $183,925 ","18,987",,,,
,,,,,,,,,,,,,,
CALIFORNIA (Totals),"1,735,213"," $15,568,595 "," $7,252,271 "," $171,913 "," $1,861,300 ", $- ," $196,187 "," $153,143 "," $5,933,781 ","466,638",,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
